QuestionText,CognitiveLevel,Category,Intent
كم عدد الدول الأعضاء في حلف شمال الأطلسي (الناتو)؟,معرفة,السياسة والقانون,معلوماتي
كم يبلغ عدد الكواكب في المجموعة الشمسية؟,معرفة,العلوم,معلوماتي
كم يبلغ عدد الدول في الاتحاد الأوروبي؟,معرفة,السياسة والقانون,معلوماتي
كم عدد الدول العربية في الأمم المتحدة؟,معرفة,السياسة والقانون,معلوماتي
كم عدد القارات على كوكب الأرض؟,معرفة,الجغرافيا,معلوماتي
عدد الكواكب في النظام الشمسي.,معرفة,العلوم,معلوماتي
كم عدد الحروف الأبجدية العربية؟,معرفة,الثقافة,معلوماتي
كم عدد القارات على سطح الأرض.,معرفة,الجغرافيا,معلوماتي
كم عدد العناصر في الجدول الدوري؟,معرفة,العلوم,معلوماتي
عدد أنواع الطاقة المتجددة المعروفة.,معرفة,البيئة والطاقة,معلوماتي
كم عدد الألوان الأساسية في عجلة الألوان؟,معرفة,الثقافة,معلوماتي
كم عدد الكواكب في النظام الشمسي؟,معرفة,العلوم,معلوماتي
عدد الأنهار الكبيرة في العالم.,معرفة,الجغرافيا,معلوماتي
أي من الدول لديها أعلى استهلاك للطاقة المتجددة؟,تحليل,البيئة والطاقة,معلوماتي
عدد الكواكب في النظام الشمسي.,معرفة,العلوم,معلوماتي
كم عدد الكروموسومات في الخلية البشرية؟,معرفة,البيولوجيا,معلوماتي
كم عدد السكان في الصين؟,معرفة,الجغرافيا,معلوماتي
كم عدد العضلات في جسم الإنسان؟,معرفة,البيولوجيا,معلوماتي
عدد الكواكب في النظام الشمسي.,معرفة,العلوم,معلوماتي
كم عدد العضلات التي تعمل عند المشي؟,معرفة,البيولوجيا,معلوماتي
كم عدد الدول في قارة أفريقيا؟,معرفة,الجغرافيا,معلوماتي
كم عدد الكواكب في النظام الشمسي؟,معرفة,العلوم,معلوماتي
كم عدد العضلات في جسم الإنسان؟,معرفة,البيولوجيا,معلوماتي
كم يبلغ عدد السكان في الهند؟,معرفة,الجغرافيا,معلوماتي
كم يبلغ ارتفاع جبل كليمنجارو؟,معرفة,الجغرافيا,معلوماتي
كم عدد القارات في العالم؟,معرفة,الجغرافيا,معلوماتي
كم عدد الدول التي تتحدث اللغة الإسبانية كلغة رسمية؟,معرفة,الثقافة,معلوماتي
كم عدد الكروموسومات في الخلية البشرية؟,معرفة,البيولوجيا,معلوماتي
كم يبلغ عدد سكان كندا؟,معرفة,الجغرافيا,معلوماتي
كم عدد ألوان قوس قزح؟,معرفة,العلوم,معلوماتي
كم يبلغ ارتفاع برج خليفة؟,معرفة,الجغرافيا,معلوماتي
كم عدد الكواكب في النظام الشمسي؟,معرفة,العلوم,معلوماتي
كم عدد العظام في جسم الإنسان؟,معرفة,البيولوجيا,معلوماتي
كم يبلغ طول نهر النيل؟,معرفة,الجغرافيا,معلوماتي
كم عدد اللغات الرسمية في الأمم المتحدة؟,معرفة,السياسة والقانون,معلوماتي
كم عدد الدول الأعضاء في الاتحاد الأوروبي؟,معرفة,السياسة والقانون,معلوماتي
كم يبلغ طول نهر النيل؟,معرفة,الجغرافيا,معلوماتي
كم يبلغ عدد كواكب النظام الشمسي؟,معرفة,العلوم,معلوماتي
كم عدد الفصول في السنة؟,معرفة,العلوم,معلوماتي
كم عدد الدول الأعضاء في منظمة الأمم المتحدة؟,معرفة,السياسة والقانون,معلوماتي
كم عدد العضلات في جسم الإنسان؟,معرفة,البيولوجيا,معلوماتي
كم يبلغ عدد قارات العالم؟,معرفة,الجغرافيا,معلوماتي
كم عدد الكروموسومات في جسم الإنسان؟,معرفة,البيولوجيا,معلوماتي
أي موسم من السنة يكون فيه اليوم الأطول؟,معرفة,التعليم,معلوماتي
أيان يجب على الأشخاص زيارة الطبيب لفحص القلب؟,معرفة,الصحة,معلوماتي
أيان يجب أن يتناول الأطفال اللقاحات الموصى بها؟,تطبيق,الصحة,معلوماتي
أيان ينبغي على النساء إجراء فحص سرطان الثدي؟,تطبيق,الصحة,معلوماتي
كم امتدت فترة حكم محمد الفاتح؟,معرفة,التاريخ,معلوماتي
ما هي فترة السيطرة الفاطمية على الحرمين؟,معرفة,التاريخ,معلوماتي
متى يحل الإسلام دم الشخص؟,معرفة,الدين,معلوماتي
متى ستبدأُ دراستَك؟,معرفة,التعليم,معلوماتي
متى ستعودُ من السفر؟,معرفة,السفر والسياحة,معلوماتي
متى تذهبُ إلى النوم؟,فهم,الصحة,معلوماتي
متى تبدأُ يومَك؟,تطبيق,الثقافة,معلوماتي
متى تذهبُ إلى العمل؟,تقييم,الاقتصاد والعمل,معلوماتي
متى تعودُ إلى البيت؟,تقييم,الثقافة,معلوماتي
متى تبدأُ عملَك؟,تقييم,الاقتصاد والعمل,معلوماتي
متى تعودُ من العمل؟,معرفة,الاقتصاد والعمل,معلوماتي
متى تبدأُ يومَك؟,تقييم,الثقافة,معلوماتي
متى تذهبُ إلى النومِ عادةً؟,تطبيق,الصحة,معلوماتي
متى يتم رمي جمرة العقبة؟,معرفة,الدين,معلوماتي
متى يجب على الشركات الصغيرة إعادة تقييم استراتيجياتها التسويقية؟,تطبيق,الاقتصاد والعمل,معلوماتي
متى بدأت حركة حقوق الإنسان الحديثة؟,معرفة,التاريخ,معلوماتي
اذكر أسماء قادة الجيوش الإسلامية الأربعة الذين أرسلهم أبو بكر لفتح الشام.,معرفة,التاريخ,معلوماتي
اذكر أسماء الخلفاء في عصر القوة الفاطمي.,معرفة,التاريخ,معلوماتي
اذكر اثنين من المفكرين الذين كتبوا عن إعجاز القرآن.,معرفة,الدين,معلوماتي
أي الصحابة قادوا الجيوش الإسلامية في حروب الردة؟,معرفة,التاريخ,معلوماتي
إلى أي رياضة ينتمي فريق لوس أنجلس رامز؟,معرفة,الرياضة,معلوماتي
إلى أي رياضة ينتمي فريق لوس أنجلس كليبرز؟,معرفة,الرياضة,معلوماتي
أي من خلف جنكيز خان طرد المماليك من فلسطين؟,معرفة,التاريخ,معلوماتي
أية مجموعة من العلماء تسعى لقياس كميات الأكسجين في الحيوانات البحرية؟,تطبيق,البيئة والطاقة,معلوماتي
أي شخصية تاريخية قادت ثورة 1919 في مصر؟,معرفة,التعليم,معلوماتي
عدِّدْ أشهرَ الشعراء.,معرفة,الثقافة,معلوماتي
عدِّدْ أشهرَ العلماء.,معرفة,التعليم,معلوماتي
عدِّدْ أشهرَ الشعراءِ العرب.,معرفة,الثقافة,معلوماتي
من بنى الكعبة؟,معرفة,الدين,معلوماتي
من الذي صنع عجلا من الحلي لبني إسرائيل؟,معرفة,الدين,معلوماتي
من هم جميع أعضاء فرقة الأخوة جوناس؟,معرفة,الثقافة,معلوماتي
من هو الباحث الذي رفض فكرة الصرفة في إعجاز القرآن؟,معرفة,الدين,معلوماتي
من هو الباحث المعاصر الذي ناقش حيرة العرب عند سماع القرآن؟,معرفة,الدين,معلوماتي
من هو الذي أكد أن أسلوب القرآن المتميز هو وجه من وجوه إعجازه؟,فهم,الدين,معلوماتي
من هو الباحث الذي أكد على ضرورة النظر إلى القرآن ككل؟,فهم,الدين,معلوماتي
من هو العالم الذي اكتشف أول مسبب للسرطان لدى الحيوانات؟,معرفة,الصحة,معلوماتي
من أسس الدولة الإسلامية في المدينة المنورة؟,معرفة,التاريخ,معلوماتي
من يقف موقف دعم علي وآل بيته في خلافة المؤمنين؟,فهم,التاريخ,معلوماتي
من هم السلاجقة؟,معرفة,التاريخ,معلوماتي
من قام بتأسيس الدولة الإسلامية في مكة؟,معرفة,التاريخ,معلوماتي
من قام بخطبة الناس بعد وفاة الرسول؟,معرفة,التاريخ,معلوماتي
من حضر في سقيفة بني ساعدة؟,فهم,التاريخ,معلوماتي
من قاد الجيوش الإسلامية في حروب الردة؟,معرفة,التاريخ,معلوماتي
من قاد جيش المسلمين لمحاربة مسيلمة بن حبيب؟,معرفة,التاريخ,معلوماتي
من الذي بويع في سقيفة بني ساعدة؟,فهم,التاريخ,معلوماتي
من استلم الخلافة بعد وفاة أبي بكر؟,معرفة,التاريخ,معلوماتي
من قام بتأسيس الدولة الأموية؟,معرفة,التاريخ,معلوماتي
من كان القائد الذي أسس الدولة الأموية في الأندلس؟,معرفة,التاريخ,معلوماتي
من أسس الدولة الفاطمية؟,معرفة,التاريخ,معلوماتي
من كان القائد الذي أرسله المعز لغزو مصر؟,معرفة,التاريخ,معلوماتي
من هو الخليفة الفاطمي الذي انتهت دولته نتيجة لتنازع الوزراء؟,معرفة,التاريخ,معلوماتي
من هو المؤسس الأول للدولة الأيوبية؟,معرفة,التاريخ,معلوماتي
من أرسل نور الدين محمود لمساعدة شاور في مصر؟,معرفة,التاريخ,معلوماتي
من هو مؤسس الدولة العثمانية؟,معرفة,التاريخ,معلوماتي
من قام بإسقاط دولة المماليك في مصر؟,معرفة,التاريخ,معلوماتي
من تولى الحكم بعد محمد علي باشا؟,معرفة,التاريخ,معلوماتي
من هو السلطان الذي رفض بيع فلسطين لليهود؟,معرفة,التاريخ,معلوماتي
من قاد المؤتمر اليهودي الأول؟,معرفة,التاريخ,معلوماتي
من الذي كان له لقب الخلافة الإسلامية؟,معرفة,التاريخ,معلوماتي
من هم أبرز العلماء الذين ساهموا في تطوير الذكاء الاصطناعي؟,معرفة,التكنولوجيا,معلوماتي
من هو مؤسس شركة تسلا وماذا كانت رؤيته؟,معرفة,التكنولوجيا,معلوماتي
من هم الرواد في مجال الحوسبة السحابية؟,معرفة,التكنولوجيا,معلوماتي
من هو المؤسس المشارك لشركة مايكروسوفت؟,معرفة,التكنولوجيا,معلوماتي
من هو الرئيس التنفيذي الحالي لشركة Apple؟,معرفة,التكنولوجيا,معلوماتي
من هو العالم الذي اكتشف البنسلين؟,معرفة,العلوم,معلوماتي
من هم المؤسسون الأصليون لشركة Google؟,معرفة,التكنولوجيا,معلوماتي
من هو مخترع الهاتف؟,معرفة,التكنولوجيا,معلوماتي
من هو أول رئيس للولايات المتحدة الأمريكية؟,معرفة,التاريخ,معلوماتي
من هو مخترع الطائرة؟,معرفة,التكنولوجيا,معلوماتي
من هو مؤسس شركة مايكروسوفت؟,معرفة,التكنولوجيا,معلوماتي
من هو العالم الذي اكتشف قانون الجاذبية؟,معرفة,العلوم,معلوماتي
من هو الحاصل على جائزة نوبل في الفيزياء لعام 2021؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الاجتماع الحديث؟,معرفة,علم الاجتماع,معلوماتي
من هو مؤسس علم النفس الحديث؟,معرفة,العلوم,معلوماتي
"من هو الكاتب الذي كتب ""مائة عام من العزلة""؟",معرفة,الثقافة,معلوماتي
من هو مؤسس علم الجبر؟,معرفة,العلوم,معلوماتي
من هو قائد الحملة الفرنسية على مصر؟,معرفة,التاريخ,معلوماتي
من هو مكتشف الدورة الدموية؟,معرفة,العلوم,معلوماتي
من هو مخترع المصباح الكهربائي؟,معرفة,التكنولوجيا,معلوماتي
من هو المؤسس الأول للفلسفة الحديثة؟,معرفة,الثقافة,معلوماتي
من هو أول رئيس للولايات المتحدة الأمريكية؟,معرفة,التاريخ,معلوماتي
"من هو مؤلف كتاب ""الأمير""؟",معرفة,الثقافة,معلوماتي
من هو أول رائد فضاء هبط على القمر؟,معرفة,العلوم,معلوماتي
من هو الفيلسوف الذي وضع نظرية العقد الاجتماعي؟,معرفة,الثقافة,معلوماتي
من هو مؤسس علم الكيمياء الحديثة؟,معرفة,العلوم,معلوماتي
من هو مكتشف الكهرباء؟,معرفة,العلوم,معلوماتي
من هو أول طبيب استخدم التخدير في الجراحة؟,معرفة,العلوم,معلوماتي
من هو مكتشف قانون الجاذبية؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الاقتصاد الحديث؟,معرفة,الاقتصاد والعمل,معلوماتي
من هو مخترع الإنترنت؟,معرفة,التكنولوجيا,معلوماتي
من هو مكتشف البنسلين؟,معرفة,العلوم,معلوماتي
من هو مخترع الهاتف؟,معرفة,التكنولوجيا,معلوماتي
"من هو مؤلف رواية ""الحرب والسلام""؟",معرفة,الثقافة,معلوماتي
من هو مؤسس علم الجبر؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الوراثة؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم النفس الحديث؟,معرفة,العلوم,معلوماتي
من هو مؤسس شركة مايكروسوفت؟,معرفة,التكنولوجيا,معلوماتي
"من هو مؤلف كتاب ""الجمهورية""؟",معرفة,الثقافة,معلوماتي
من هو مؤسس علم الاجتماع؟,معرفة,علم الاجتماع,معلوماتي
من هو مكتشف الدورة الدموية؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم النفس الحديث؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الاقتصاد الكلي؟,معرفة,الاقتصاد والعمل,معلوماتي
من هو مؤسس علم الأحياء الدقيقة؟,معرفة,العلوم,معلوماتي
من هو أول رائد فضاء هبط على القمر؟,معرفة,العلوم,معلوماتي
من هو مخترع المصباح الكهربائي؟,معرفة,التكنولوجيا,معلوماتي
من هو مبتكر نظرية النسبية؟,معرفة,العلوم,معلوماتي
من هو مكتشف قوانين الحركة الثلاثة؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الوراثة الجزيئية؟,معرفة,العلوم,معلوماتي
من هو مكتشف البنسلين؟,معرفة,العلوم,معلوماتي
من هو مبتكر مفهوم الطيران العمودي؟,معرفة,التكنولوجيا,معلوماتي
من هو مبتكر لغة البرمجة بايثون؟,معرفة,التكنولوجيا,معلوماتي
من هو مكتشف كوكب أورانوس؟,معرفة,العلوم,معلوماتي
من هو مكتشف البكتيريا؟,معرفة,العلوم,معلوماتي
من هو مبتكر فكرة الإنترنت؟,معرفة,التكنولوجيا,معلوماتي
من هو مؤسس علم الفيزياء النووية؟,معرفة,العلوم,معلوماتي
من هو مكتشف قانون الجاذبية الأرضية؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الجغرافيا البشرية؟,معرفة,الجغرافيا,معلوماتي
من هو مؤسس علم الكيمياء الحديثة؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الاجتماع؟,معرفة,علم الاجتماع,معلوماتي
من هو مؤسس علم النفس الحديث؟,معرفة,العلوم,معلوماتي
من هو مخترع الهاتف؟,معرفة,التكنولوجيا,معلوماتي
"من هو مؤلف رواية ""1984""؟",معرفة,الثقافة,معلوماتي
"من الذي كتب رواية ""الأخوة كارامازوف""؟",معرفة,الثقافة,معلوماتي
من هو مؤسس شركة مايكروسوفت؟,معرفة,التكنولوجيا,معلوماتي
من هو مكتشف الدورة الدموية؟,معرفة,البيولوجيا,معلوماتي
من هو مكتشف قانون الجاذبية؟,معرفة,العلوم,معلوماتي
من هو أول من صعد إلى القمر؟,معرفة,العلوم,معلوماتي
من هو مؤسس شركة تسلا؟,معرفة,التكنولوجيا,معلوماتي
من هو مكتشف البنسلين؟,معرفة,العلوم,معلوماتي
من هو مكتشف الكهرباء؟,معرفة,العلوم,معلوماتي
"من هو مؤلف رواية ""1984""؟",معرفة,الثقافة,معلوماتي
من هو أول رئيس للولايات المتحدة الأمريكية؟,معرفة,التاريخ,معلوماتي
من هو مكتشف قوانين الحركة؟,معرفة,العلوم,معلوماتي
من هو مكتشف البنسلين؟,معرفة,العلوم,معلوماتي
من هو مخترع الهاتف؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم النفس الحديث؟,معرفة,العلوم,معلوماتي
من هو مؤسس شركة مايكروسوفت؟,معرفة,التكنولوجيا,معلوماتي
من هو العالم الذي طور نظرية النسبية؟,معرفة,العلوم,معلوماتي
من هو مخترع المصباح الكهربائي؟,معرفة,التكنولوجيا,معلوماتي
من هو مؤسس علم الفيزياء الكلاسيكية؟,معرفة,العلوم,معلوماتي
من هو أول إنسان صعد إلى الفضاء؟,معرفة,العلوم,معلوماتي
من هو أول من اكتشف القارة الأمريكية؟,معرفة,التاريخ,معلوماتي
من هو مكتشف قانون الجاذبية؟,معرفة,العلوم,معلوماتي
من هو مكتشف البنسلين؟,معرفة,العلوم,معلوماتي
"من هو أول من استخدم مصطلح ""البيئة""؟",معرفة,البيئة والطاقة,معلوماتي
من هو مؤسس علم النفس؟,معرفة,العلوم,معلوماتي
من هو مؤسس شركة أمازون؟,معرفة,الاقتصاد والعمل,معلوماتي
من هو مؤسس علم الأحياء؟,معرفة,البيولوجيا,معلوماتي
من هو مؤسس علم الكيمياء؟,معرفة,العلوم,معلوماتي
من هو مكتشف قانون الطفو؟,معرفة,العلوم,معلوماتي
من هو مخترع الإنترنت؟,معرفة,التكنولوجيا,معلوماتي
من هو مبتكر نظرية النسبية؟,معرفة,العلوم,معلوماتي
من هو أول رئيس للولايات المتحدة الأمريكية؟,معرفة,التاريخ,معلوماتي
من هو أول رئيس للولايات المتحدة الأمريكية؟,معرفة,التاريخ,معلوماتي
من هو مكتشف النظرية النسبية العامة؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الجبر؟,معرفة,العلوم,معلوماتي
من هو مكتشف الدورة الدموية الصغرى؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الفيزياء؟,معرفة,العلوم,معلوماتي
من هو مكتشف قانون الجاذبية؟,معرفة,العلوم,معلوماتي
من هو مكتشف الدورة الدموية الكبرى؟,معرفة,العلوم,معلوماتي
من هو مكتشف النظرية النسبية الخاصة؟,معرفة,العلوم,معلوماتي
من هو مخترع الهاتف؟,معرفة,التكنولوجيا,معلوماتي
من هو مكتشف البنسلين؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم الأحياء الدقيقة؟,معرفة,العلوم,معلوماتي
من هو مؤسس علم النفس الحديث؟,معرفة,العلوم,معلوماتي
كم المدة التي تعرض فيها كتاب امبرتز للخطر؟,معرفة,التعليم,معلوماتي
كم فترة رضاعة المولود؟,معرفة,الصحة,معلوماتي
بِكَم ميلاً تزايدت نسبة إزالة الغابات ما بين سنتي 2000 و2005؟,فهم,البيئة والطاقة,معلوماتي
كم من الوقت كان ريتشارد نيكسون رئيسا؟,معرفة,التاريخ,معلوماتي
كم مساحة تغطي مياه المحيطات الكرة الأرضية؟,معرفة,الجغرافيا,معلوماتي
كم يستغرق كوكب نبتون ليدور حول الشمس مرة واحدة؟,معرفة,التعليم,معلوماتي
كم تكلفة إنشاء محطة توليد الطاقة الكهرومائية؟,معرفة,الاقتصاد والعمل,معلوماتي
كم متر مربع يعادل فدان؟,معرفة,التعليم,معلوماتي
كم نسبة الماء في جسم الإنسان؟,معرفة,الصحة,معلوماتي
كم المدة التي يستغرقها ظهور أعراض الفطر القاتل؟,معرفة,الصحة,معلوماتي
كم تبلغ مساحة المياه على الكرة الأرضية؟,معرفة,الجغرافيا,معلوماتي
كم كانت النسبة المئوية لسكان وارسو من البروتستانت في عام 1901؟,معرفة,التاريخ,معلوماتي
كم هي المساحة التي لم تتم تنميتها بكاليفورنيا الجنوبية علماً بأنها ذات تركز عمراني هائل؟,معرفة,الجغرافيا,معلوماتي
كم نسبة الغابات المطيرة التي يمثلها الأمازون على الكوكب؟,معرفة,البيئة والطاقة,معلوماتي
كم كيلومترا مربعا نَقُصَ من غابة الأمازون بحلول سنة 1991؟,معرفة,البيئة والطاقة,معلوماتي
كم كيلومتراً مربّعاً نقص من غابة الأمازون بحلول سنة 2000؟,معرفة,البيئة والطاقة,معلوماتي
كم ارتفعت نسبة إزالة الغابات بين سنتي 2000 و2005 مقارنةً بما كانت عليه مابين سنتي 1995 و2000؟,معرفة,البيئة والطاقة,معلوماتي
كم طنّا متريّاً يرجح أنه مختزن بغابة الأمازون؟,معرفة,البيئة والطاقة,معلوماتي
كم كيلومتراً مربعاً من المنطقة تأثر بجفاف 2010؟,معرفة,البيئة والطاقة,معلوماتي
كم منطقةً تأثرت بموت النباتات إثر جفاف 2010؟,معرفة,البيئة والطاقة,معلوماتي
كم طنا من غاز الكربون يمتصها الأمازون في السنة العادية؟,معرفة,البيئة والطاقة,معلوماتي
كم تبعد جاكسونفيل عن ميامي؟,معرفة,الجغرافيا,معلوماتي
كم من الوقت يحتاج الشخص العادي لتعلم أساسيات البرمجة؟,تحليل,التكنولوجيا,معلوماتي
كم عدد المراحل التي تمر بها عملية تطوير البرمجيات؟,معرفة,التكنولوجيا,معلوماتي
كم من الوقت تستغرق عملية تطوير تطبيقات الهاتف المحمول؟,تحليل,التكنولوجيا,معلوماتي
اذكر بعض المنتجات الزراعية التي حقق الأردن الاكتفاء الذاتي فيها.,فهم,السياسة والقانون,معلوماتي
اذكر أسماء الفرق الضالة التي تم تشويهها.,معرفة,التاريخ,معلوماتي
اذكر بعض الفتوحات الإسلامية في عهد أبي بكر.,معرفة,التاريخ,معلوماتي
اذكر بعض الفتوحات الإسلامية في عهد أبي بكر.,معرفة,التاريخ,معلوماتي
اذكر بعض المعارك التي خاضها المسلمون في عهد أبي بكر.,معرفة,التاريخ,معلوماتي
اذكر بعض الفتوحات الإسلامية في عهد أبي بكر.,معرفة,التاريخ,معلوماتي
اذكر بعض الأمثلة على الدول الإسلامية التي ليست عضوا في منظمة المؤتمر الإسلامي.,معرفة,السياسة والقانون,معلوماتي
اذكر دواءين من الأدوية القاتلة للخلايا أو المثبطة للمناعة.,معرفة,الصحة,معلوماتي
اذكر مثالين عن الأدوية القاتلة للخلايا أو المثبطة للمناعة.,معرفة,الصحة,معلوماتي
اذكر أسماء أربعة أنهار في العالم,معرفة,التعليم,معلوماتي
اذكر أنواع الطاقة المتجددة,معرفة,التكنولوجيا,معلوماتي
اذكر أحد المؤلفات التي وردت فيها لفظة الإعجاز في عنوانها.,معرفة,الدين,معلوماتي
اذكر أحد الكتب التي كتبها سيد قطب عن إعجاز القرآن.,معرفة,الدين,معلوماتي
اذكر مثالين على المواد المسرطنة.,معرفة,الصحة,معلوماتي
اذكر مثالا على المواد المسرطنة في الأطعمة المطهوة.,فهم,الصحة,معلوماتي
اذكر مثالًا على المواد المسرطنة في دخان السجائر.,معرفة,الصحة,معلوماتي
اذكر اسم السيارة الأكبر التي جاءت بها شركة تويوتا حيث تحسر المشترون على السيارات الصغيرة الحجم.,معرفة,التكنولوجيا,معلوماتي
اذكر مرضًا من أمراض المناعة الذاتية المشتركة.,معرفة,الصحة,معلوماتي
اذكر المصطلح الذي يطلق على جهاز المناعة المفرط الذي يهاجم الأنسجة الطبيعية.,معرفة,الصحة,معلوماتي
‏اعط مثالين عن الأدوية القاتلة للخلايا أو المثبطة للمناعة.,معرفة,الصحة,معلوماتي
‏اعطِ مثالين عن الفقاريات الفكية البدائية.,معرفة,التعليم,معلوماتي
أي المنتجات الغذائية الأساسية يستوردها الأردن من الخارج؟,فهم,السياسة والقانون,معلوماتي
أي من المنتجات الزراعية تصدرها الأردن بشكل رئيسي؟,معرفة,السياسة والقانون,معلوماتي
أي المنتجات الزراعية يحقق الأردن الاكتفاء الذاتي فيها؟,معرفة,السياسة والقانون,معلوماتي
أي المنظمات الدولية ذات العلاقة بالزراعة يعزز الأردن دوره فيها؟,معرفة,السياسة والقانون,معلوماتي
أي التجمعات الإقليمية يشارك فيها الأردن في مجال الزراعة؟,معرفة,السياسة والقانون,معلوماتي
أي الدول أقام الأردن علاقات متميزة معها في مجال الزراعة؟,معرفة,التاريخ,معلوماتي
أي الصحابة قادوا الجيوش الإسلامية في حروب الردة؟,معرفة,التاريخ,معلوماتي
أي نوع من النباتات يُنتج الزيتون؟,معرفة,التعليم,معلوماتي
أي مادة تُستخدم في صناعة الزجاج؟,معرفة,التعليم,معلوماتي
أي مادة تُعتبر موصل جيد للكهرباء؟,معرفة,التعليم,معلوماتي
أي جزء من العين يتحكم في كمية الضوء الداخلة؟,معرفة,التعليم,معلوماتي
أي نوع من الفاكهة يُعتبر الأكثر استهلاكاً في العالم؟,معرفة,التعليم,معلوماتي
أي جهاز يُستخدم لقياس ضغط الدم؟,معرفة,الصحة,معلوماتي
أي مادة في الخلية تُعتبر مركز السيطرة؟,معرفة,التعليم,معلوماتي
أي غاز يشكل أكبر نسبة من الغلاف الجوي؟,معرفة,التعليم,معلوماتي
أي جزء من الجسم يحتوي على أكبر عدد من العظام؟,معرفة,التعليم,معلوماتي
أي نوع من المعادن يستخدم في صناعة الأسلاك الكهربائية؟,معرفة,التكنولوجيا,معلوماتي
أي نوع من الأشجار يُنتج ثمار المانجو؟,معرفة,التعليم,معلوماتي
أي جهاز في الحاسوب يُعتبر العقل المدبر؟,معرفة,التكنولوجيا,معلوماتي
أي البلاد التي تتحدث اللغة الفرنسية؟,معرفة,الثقافة,معلوماتي
أي نوع من الشركات هي مايكروسوفت؟,معرفة,التكنولوجيا,معلوماتي
أي دولة هي الأكبر من حيث المساحة؟,معرفة,التعليم,معلوماتي
أي كتاب من كتب نجيب محفوظ حصل على جائزة نوبل؟,معرفة,الثقافة,معلوماتي
أي عضو في جسم الإنسان يفرز الأنسولين؟,معرفة,التعليم,معلوماتي
أي قارة هي الأكثر سكاناً؟,معرفة,التعليم,معلوماتي
أي نهر هو الأطول في العالم؟,معرفة,التعليم,معلوماتي
أي لغة تُعتبر الأكثر تحدثاً في العالم؟,معرفة,الثقافة,معلوماتي
أي كوكب في النظام الشمسي يُعرف بالكوكب الأحمر؟,معرفة,التعليم,معلوماتي
أي حيوان يُعتبر الأسرع في العالم؟,معرفة,التعليم,معلوماتي
"أي عنصر كيميائي يُرمز له بـ""O""؟",معرفة,التعليم,معلوماتي
أي دولة استضافت أول دورة ألعاب أولمبية حديثة؟,معرفة,التعليم,معلوماتي
أي مدينة تُعرف بالمدينة التي لا تنام؟,معرفة,الثقافة,معلوماتي
"أي فيلم من أفلام ديزني يحتوي على شخصية ""سيمبا""؟",معرفة,الثقافة,معلوماتي
أي كوكب في النظام الشمسي يُعرف بالكوكب العملاق؟,معرفة,التعليم,معلوماتي
أي حيوان يُعتبر أكبر الثدييات البحرية؟,معرفة,التعليم,معلوماتي
أي دولة تتحدث اللغة الإسبانية كلغة رسمية؟,معرفة,الثقافة,معلوماتي
أي علم يستخدم لدراسة العلاقات بين الكائنات الحية وبيئاتها؟,معرفة,التعليم,معلوماتي
أي دولة تشتهر بزهور الساكورا؟,معرفة,الثقافة,معلوماتي
أي نوع من الرياضات يُلعب بكرة ومضرب؟,معرفة,الرياضة,معلوماتي
أي كوكب يُعرف بالكوكب الجليدي؟,معرفة,التعليم,معلوماتي
أي مملكة قديمة كانت تقع في منطقة النوبة؟,معرفة,التعليم,معلوماتي
أي دولة تُعتبر الموطن الأصلي للبندقية؟,معرفة,الثقافة,معلوماتي
أي نوع من الموسيقى يتميز بالإيقاعات السريعة والغناء المرتجل؟,معرفة,الثقافة,معلوماتي
أي دولة كانت تعرف سابقاً باسم بورما؟,معرفة,التعليم,معلوماتي
أي علم يدرس الأرض وتكوينها؟,معرفة,التعليم,معلوماتي
أي نوع من الطيور لا يستطيع الطيران؟,معرفة,التعليم,معلوماتي
أي دولة تُعتبر أكبر منتج للبن في العالم؟,معرفة,الاقتصاد والعمل,معلوماتي
أي مخلوق بحري يمتلك أذرع طويلة ومتشعبة؟,معرفة,التعليم,معلوماتي
أي نظام سياسي يتميز بحكم الشعب؟,معرفة,السياسة والقانون,معلوماتي
أي حيوان يعتبر رمزاً للوفاء؟,معرفة,الثقافة,معلوماتي
أي علم يدرس السلوك البشري؟,معرفة,التعليم,معلوماتي
أي كائن حي يعيش في الماء وعلى اليابسة؟,معرفة,التعليم,معلوماتي
أي علم يدرس الأعداد والعمليات الحسابية؟,معرفة,التعليم,معلوماتي
أي حيوان يُعتبر رمزاً للحكمة؟,معرفة,الثقافة,معلوماتي
أي كائن حي يستطيع تغيير لون جلده؟,معرفة,التعليم,معلوماتي
أي علم يدرس الفضاء والكواكب؟,معرفة,التعليم,معلوماتي
رتِّبْ العناصر الكيميائية حسب العدد الذري.,تحليل,العلوم,معلوماتي
